War ID,War Name,Country,Start Year,End Year
187,"Second Ogaden War, Phase 2",Ethiopia,1977,1978
187,"Second Ogaden War, Phase 2",Cuba,1977,1978
187,"Second Ogaden War, Phase 2",Somalia,1977,1978
189,Vietnamese-Cambodian,Vietnam,1977,1979
189,Vietnamese-Cambodian,Cambodia,1977,1979
190,Ugandian-Tanzanian,Uganda,1978,1979
190,Ugandian-Tanzanian,Tanzania,1978,1979
190,Ugandian-Tanzanian,Libya,1979,1979
193,Sino-Vietnamese Punitive,China,1979,1979
193,Sino-Vietnamese Punitive,Vietnam,1979,1979
199,Iran-Iraq,Iraq,1980,1988
199,Iran-Iraq,Iran,1980,1988
202,Falkland Islands,United Kingdom,1982,1982
202,Falkland Islands,Argentina,1982,1982
205,War over Lebanon,Israel,1982,1982
205,War over Lebanon,Syria,1982,1982
207,War over the Aouzou Strip,Chad,1986,1987
207,War over the Aouzou Strip,Libya,1986,1987
208,Sino-Vietnamese Border War,Vietnam,1987,1987
208,Sino-Vietnamese Border War,China,1987,1987
211,Gulf War,Kuwait,1990,1991
211,Gulf War,United States of America,1991,1991
211,Gulf War,Canada,1991,1991
211,Gulf War,United Kingdom,1991,1991
211,Gulf War,Italy,1991,1991
211,Gulf War,Morocco,1991,1991
211,Gulf War,Iraq,1990,1991
211,Gulf War,Egypt,1991,1991
211,Gulf War,Oman,1991,1991
211,Gulf War,France,1991,1991
211,Gulf War,United Arab Emirates,1991,1991
211,Gulf War,Qatar,1991,1991
211,Gulf War,Saudi Arabia,1991,1991
211,Gulf War,Syria,1991,1991
215,Bosnian Independence,Croatia,1992,1992
215,Bosnian Independence,Bosnia,1992,1992
215,Bosnian Independence,Yugoslavia,1992,1992
216,Azeri-Armenian,Azerbaijan,1993,1994
216,Azeri-Armenian,Armenia,1993,1994
217,Cenepa Valley,Ecuador,1995,1995
217,Cenepa Valley,Peru,1995,1995
219,Badme Border,Eritrea,1998,2000
219,Badme Border,Ethiopia,1998,2000
221,War for Kosovo,Turkey,1999,1999
221,War for Kosovo,Italy,1999,1999
221,War for Kosovo,United Kingdom,1999,1999
221,War for Kosovo,United States of America,1999,1999
221,War for Kosovo,Netherlands,1999,1999
221,War for Kosovo,France,1999,1999
221,War for Kosovo,Yugoslavia,1999,1999
221,War for Kosovo,Germany,1999,1999
223,Kargil War,India,1999,1999
223,Kargil War,Pakistan,1999,1999
225,Invasion of Afghanistan,Canada,2001,2001
225,Invasion of Afghanistan,France,2001,2001
225,Invasion of Afghanistan,United Kingdom,2001,2001
225,Invasion of Afghanistan,United States of America,2001,2001
225,Invasion of Afghanistan,Australia,2001,2001
225,Invasion of Afghanistan,Afghanistan,2001,2001
227,Invasion of Iraq,Australia,2003,2003
227,Invasion of Iraq,United Kingdom,2003,2003
227,Invasion of Iraq,United States of America,2003,2003
227,Invasion of Iraq,Iraq,2003,2003
500,First Caucasus,Russia,1818,1822
501,Sidon-Damascus,Sidon,1820,1821
502,First Two Sicilies,Austria,1821,1821
502,First Two Sicilies,Two Sicilies,1820,1821
503,Spanish Royalists,Spain,1821,1823
505,Sardinian Revolt,Austria,1821,1821
505,Sardinian Revolt,Sardinia,1821,1821
506,Greek Independence,Ottoman Empire,1821,1828
507,Egypt-Mehdi,Egypt,1824,1824
508,Janissari Revolt,Ottoman Empire,1826,1826
510,Miguelite War,Portugal,1828,1834
511,First Murid War,Russia,1830,1832
512,First Albanian Revolt,Ottoman Empire,1830,1831
513,First French Insurrection,France,1830,1830
515,Belgian Independence,Netherlands,1830,1830
516,Egyptian Taka Expedition,Egypt,1831,1832
517,First Polish,Russia,1831,1831
518,First Syrian,Ottoman Empire,1831,1832
520,First Mexican,Mexico,1832,1832
521,Egypt- Palestinian Anti-Conscription Revolt,Palestinians,1834,1834
522,First Carlist War,Portugal,1835,1836
522,First Carlist War,Spain,1834,1840
522,First Carlist War,France,1835,1839
522,First Carlist War,United Kingdom,1835,1837
523,Second Murid,Russia,1834,1834
525,Cabanos Revolt,Brazil,1835,1837
526,Farroupilha War,Brazil,1835,1845
527,Texan,Mexico,1835,1836
528,First Bosnian,Ottoman Empire,1836,1837
530,Third Murid,Russia,1836,1852
531,Sabinada Rebellion,Brazil,1837,1838
532,Druze Rebellion,Egypt & Bashir,1837,1838
533,"Second Syrian, Phase 1",Ottoman Empire,1839,1839
535,Lebanon Insurgency,Lebanese Maronites,1840,1840
536,First Colombian,Colombia,1840,1842
537,"Second Syrian, Phase 2",United Kingdom,1840,1840
537,"Second Syrian, Phase 2",Ottoman Empire,1840,1840
538,"First Argentina War, Phase 2",Argentina,1841,1842
540,Second Bosnian,Ottoman Empire,1841,1841
541,Triangular Revolt,Mexico,1841,1841
542,Karbala Revolt,Ottoman Empire,1842,1843
543,First Maronite-Druze,Maronites,1845,1845
545,"Mayan Caste War, Phase 1",Mayans,1847,1848
546,Second Carlist,Spain,1847,1849
547,Second Two Sicilies,Two Sicilies,1848,1848
548,First Venezuelan,Venezuela,1848,1849
550,Viennese Revolt,Austria,1848,1848
551,Milan Five Day Revolt,Austria,1848,1848
552,Second French Insurrection,France,1848,1848
553,"Mayan Caste War, Phase 2",Mexico,1848,1855
554,Hungarian,Austria,1848,1849
554,Hungarian,Russia,1849,1849
555,First Chilean,Chile,1851,1851
556,First Turco-Montenegrin,Ottoman Empire,1852,1853
557,First Peru,Peru,1853,1855
558,Puebla War,Mexico,1855,1856
560,Second Peru,Peru,1856,1858
561,Mexican Reform,Mexico,1858,1861
562,Second Turco-Montenegrin,Ottoman Empire,1858,1859
563,Second Venezuelan/Federalist,Venezuela,1859,1863
565,Second Colombian,Colombia,1860,1861
566,Second Maronite-Druze,Maronites,1860,1860
567,"Taiping Rebellion, Phase 2",China,1860,1866
567,"Taiping Rebellion, Phase 2",United Kingdom,1862,1862
568,Second Nien Revolt,China,1860,1868
570,Miao Revolt Phase 2,China,1860,1872
571,Panthay Rebellion Phase 2,China,1860,1872
572,U.S. Civil War,United States of America,1861,1865
573,Third Buenos Aires,Argentina,1861,1861
575,Third Turco-Montenegrin,Turkey,1861,1862
576,Tungan Rebellion,China,1862,1873
577,Sioux-Minnesota,Santee Sioux,1862,1862
578,Bolivan Perez Rebellion,Boliva,1862,1862
580,Second Polish,Russia,1863,1864
581,Second Argentina,Argentina,1863,1863
582,Xinjiang Muslim Revolt,Russia,1871,1871
582,Xinjiang Muslim Revolt,China,1864,1871
583,First  Cretan,Ottoman Empire,1866,1867
586,Third Argentina,Argentina,1866,1867
587,Queretaro,Mexico,1867,1867
588,Meiji Restoration,Japan,1868,1868
590,Third Venezuelan,Venezuela,1868,1868
591,Spanish Liberals,Spain,1868,1868
592,Guerre des Cacos,Haiti,1869,1869
593,Fourth Argentina,Argentina,1870,1871
595,Bolivia-Criollos,Bolivia,1870,1871
596,Paris Commune,France,1871,1871
597,Third Carlist,Spain,1872,1876
598,Catonalist Uprising,Spain,1874,1875
600,Fifth Argentina,Argentina,1874,1874
601,Bosnia & Bulgaria Revolt,Ottoman Empire,1875,1876
602,Diaz Revolt,Mexico,1876,1876
603,Defeat of Xinjiang Muslims,China,1876,1877
605,Third Colombian,Colombia,1876,1877
607,Satsuma Rebellion,Japan,1877,1877
608,Argentine Indians,Argentina,1879,1880
610,Fourth Buenos Aires,Argentina,1880,1880
611,Haitian Civil War,Haiti,1883,1884
612,Fourth Colombian,Colombia,1884,1885
613,Peru's National Problem,Peru,1885,1885
616,First Yemen Rebellion,Ottoman Empire,1890,1892
617,Second Chilean,Chile,1891,1891
618,Zaili-Jinden Revolt,China,1891,1891
620,Brazil Federalists,Brazil,1893,1894
621,Brazil Naval,Brazil,1893,1894
623,Tonghak Rebellion,Japan,1894,1894
623,Tonghak Rebellion,Korea,1894,1894
625,Third Peru,Peru,1894,1895
626,Fifth Colombian,Colombia,1895,1895
627,Ecuador Liberals,Ecuador,1895,1895
628,First Gansu Muslim,China,1895,1896
630,Druze-Turkish,Ottoman Empire,1895,1896
631,Second Cretan,Ottoman Empire,1896,1897
632,Third Brazil-Canudos,Brazil,1896,1897
633,Fourth Venezuelan,Venezuela,1899,1899
635,Second Yaqui War,Mexico,1899,1900
636,Sixth Colombian (War of the 1000 Days),Colombia,1899,1902
638,Fifth Venezuelan,Venezuela,1901,1903
640,Ilinden,Ottoman Empire,1903,1903
641,First Uruguay,Uruguay,1904,1904
642,Second Yemen Rebellion,Ottoman Empire,1904,1906
643,Bloody Sunday,Russia,1905,1906
645,Romanian Peasant Revolt,Romania,1907,1907
646,Overthrow of Abd el-Aziz,France,1907,1908
646,Overthrow of Abd el-Aziz,Morocco,1907,1908
647,Iranian Constitution War,Russia,1909,1909
647,Iranian Constitution War,Iran,1908,1909
648,Young Turks Counter-coup,Ottoman Empire,1909,1909
650,Second Albanian Revolt,Ottoman Empire,1910,1912
651,Asir-Yemen Revolt,Ottoman Empire,1910,1911
652,Third Mexican,Mexico,1910,1914
656,Paraguay,Paraguay,1911,1912
657,First Nationalist,China,1911,1911
658,Cuban Black Uprising,Cuba,1912,1912
670,Ecuadorian Civil War,Ecuador,1912,1914
671,Second Nationalist,China,1913,1913
672,China Pai Ling (White Wolf),China,1914,1914
673,Fourth Mexican,United States,1915,1917
673,Fourth Mexican,Mexico,1914,1920
675,Southern China Revolt,China,1916,1918
676,Russia-Turkestan,Russia,1916,1917
677,Russian Civil War,USSR,1917,1921
680,Finnish Civil War,Germany,1918,1918
680,Finnish Civil War,Finland,1918,1918
681,Western Ukrainian,Ukraine Poles,1918,1919
683,Hungary's Red Terror,Hungary,1919,1920
685,First Chinese Warlord,Anhui army,1920,1920
686,Green Rebellion,USSR,1920,1921
687,Gilan Marxists,Iran,1920,1921
688,Italian Fascist,Blackshirts,1920,1922
690,Kronstadt Rebellion,USSR,1921,1921
691,Bashmachi in Turkestan,USSR,1921,1923
692,Second Chinese Warlord,Chihli army,1922,1922
693,Agrarian Rising,Bulgaria,1923,1923
695,De La Huerta Rebellion,Mexico,1923,1924
696,Honduran Conservative,Honduras,1924,1924
697,First Afghan Anti-Reform,Afghanistan,1924,1925
698,Third Chinese Warlord,Feng Yu-Lxiang army,1925,1926
700,Chinese Northern Expedition,War Lord Gov't.,1926,1928
701,Cristeros Revolt,Mexico,1926,1929
702,Ethiopian Northern Resistance,Ethiopia,1928,1930
703,Second Gansu Muslim,China,1928,1930
705,Second Afghan Anti-Reform,Afghanistan,1928,1929
706,Intra-Guomindang,China,1929,1930
707,Escobar Rebellion,Mexico,1929,1929
708,Ikhwan Revolt,Saudi Arabia,1929,1930
710,"Chinese Civil War, Phase 1",China,1930,1936
711,Xinjiang Muslim Revolt,USSR,1934,1934
711,Xinjiang Muslim Revolt,China,1931,1934
712,Matanza,El Salvador,1932,1932
713,Aprista Revolt,Peru,1932,1932
715,Paulista Rebellion,Brazil,1932,1932
716,Fukien Revolt,China,1934,1934
717,Spanish Miners,Spain,1934,1934
718,Spanish Civil War,Spain,1936,1939
720,Greek Civil War,United Kingdom,1944,1945
720,Greek Civil War,Greece,1944,1945
721,Polish Ukrainians,Poland,1945,1947
721,Polish Ukrainians,USSR,1945,1947
722,Ukrainian Partisans,USSR,1945,1947
723,Forest Brethren,USSR,1945,1951
725,"Chinese Civil War, Phase 2",China,1946,1950
726,Taiwan Revolt,China,1947,1947
727,Paraguay,Paraguay,1947,1947
728,Yemeni Imamate,Yemen,1948,1948
730,Costa Rica,Costa Rica,1948,1948
731,"Seventh Colombian ""La Violencia""",Colombia,1948,1958
732,First Burmese,Burma,1948,1951
733,South Moluccas,Indonesia,1950,1950
735,Hukbalahap Rebellion,Philippines,1950,1954
737,Bolivia,Bolivia,1952,1952
738,Indonesia Darul Islam,Indonesia,1953,1953
740,Argentine Military,Argentina,1955,1955
741,Tibetan Khamba Rebellion,China,1956,1959
742,Indonesian Leftists,Indonesia,1956,1962
743,First Lebanese,United States of America,1958,1958
743,First Lebanese,Lebanon,1958,1958
745,Cuban Revolution,Cuba,1958,1959
746,Second Burmese,Burma,1958,1960
747,Iraq-Shammar,Iraq,1959,1959
748,Vietnam Phase 1,United States of America,1961,1965
748,Vietnam Phase 1,"Vietnam, Republic of",1960,1965
750,First DRC (Zaire),Zaire,1960,1963
751,First Laotian,Laos,1960,1962
752,First Iraqi Kurd,Iraq,1961,1963
753,Algerian Revolutionaries,Algeria,1962,1963
755,North Yemen,Egypt/United Arab Republic,1962,1967
755,North Yemen,Yemen Arab Republic,1962,1969
756,Second Laotian Phase 1,United States of America,1964,1968
756,Second Laotian Phase 1,Laos,1963,1968
757,First Ogaden,Ethiopia,1963,1964
758,First South Sudan,Sudan,1963,1972
760,Second DRC (Jeunesse),Congo,1963,1965
761,First Rwanda,Rwanda,1963,1964
762,Third DRC (Simba) Rebellion,Belgium,1964,1965
762,Third DRC (Simba) Rebellion,Congo,1964,1965
763,Zanzibar Arab-African,Zanzibar,1964,1964
765,Second Iraqi Kurds,Iraq,1965,1966
766,Dominican Republic,United States of America,1965,1965
766,Dominican Republic,Dominican Republic,1965,1965
767,First West Papua,Indonesia,1965,1969
768,First Uganda,Uganda,1966,1966
770,First Guatemala,United States,1966,1968
770,First Guatemala,Guatemala,1966,1968
771,First Chad (FROLINAT) Rebellion,France,1968,1971
771,First Chad (FROLINAT) Rebellion,Chad,1966,1971
772,Cultural Revolution Phase 1,Red Guard,1967,1967
773,Third Burmese,Burma,1967,1980
775,Biafra,Nigeria,1967,1970
776,Cultural Revolution Phase 2,China,1967,1968
777,Third Iraqi Kurds,Iraq,1969,1970
778,Naxalite Rebellion,India,1970,1971
780,Black September,Jordan,1970,1970
781,Second Guatemala,Guatemala,1970,1971
782,Pakistan-Bengal,Pakistan,1971,1971
783,First Sri Lanka-JVP,Sri Lanka,1971,1971
785,Khmer Rouge,United States of America,1971,1973
785,Khmer Rouge,Cambodia,1971,1975
786,First Philippine-Moro,Philippines,1972,1981
787,Communist Insurgency,Thailand,1972,1973
788,Eritrean Split,ELF,1972,1974
789,First Burundi,Burundi,1972,1972
790,Philippines-NPA,Philippines,1972,1992
791,Rhodesia,Rhodesia,1972,1979
792,Baluchi Separatists,Pakistan,1973,1977
793,Chilean Coup of 1973,Chile,1973,1973
795,Dhofar Rebellion Phase 2,United Kingdom,1973,1975
795,Dhofar Rebellion Phase 2,Iran,1973,1975
795,Dhofar Rebellion Phase 2,Oman,1973,1975
797,Fourth Iraqi Kurds,Iraq,1974,1975
798,Eritrean War,Cuba,1976,1978
798,Eritrean War,Ethiopia,1975,1978
800,Argentine Leftists,Argentina,1975,1977
801,Second Lebanese,Maronite militias,1975,1976
801,Second Lebanese,Syria,1976,1976
802,Second West Papua,Indonesia,1976,1978
803,Third Laotian,Laos,1976,1979
803,Third Laotian,Vietnam,1976,1979
804,Angolan Control,Cuba,1976,1991
804,Angolan Control,Angola,1976,1991
805,Second Ogaden Phase 1,Cuba,1976,1977
805,Second Ogaden Phase 1,Ethiopia,1976,1977
806,East Timorese War Phase 3,Indonesia,1976,1979
807,Third Lebanese,Lebanese Forces,1978,1978
807,Third Lebanese,Israel,1978,1978
808,Second Ogaden Phase 3,Cuba,1978,1980
808,Second Ogaden Phase 3,Ethiopia,1978,1980
809,Third Guatemala,Guatemala,1978,1984
810,Saur Revolution,Afghanistan,1978,1978
811,Fourth DRC (Shaba),Belgium,1978,1978
811,Fourth DRC (Shaba),France,1978,1978
811,Fourth DRC (Shaba),DRC,1978,1978
812,First Afghan Mujahideen Uprising,Russia,1979,1980
812,First Afghan Mujahideen Uprising,Afghanistan,1978,1980
813,Overthrow of the Shah,Iran,1978,1979
815,Sandinista Rebellion,Nicaragua,1978,1979
816,Anti-Khomeini Coalition,Iran,1979,1984
817,El Salvador,El Salvador,1979,1992
818,Mozambique,Tanzania,1985,1992
818,Mozambique,Mozambique,1979,1992
818,Mozambique,Zimbabwe,1982,1992
820,Second Chad (Habre Revolt),Chad,1980,1984
820,Second Chad (Habre Revolt),Libya,1980,1981
822,Second Uganda,Uganda,1980,1986
823,Nigeria-Muslim,Nigeria,1980,1981
825,Hama,Syria,1981,1982
826,Tigrean and Eritrean,Ethiopia,1982,1991
827,Shining Path,Peru,1982,1992
828,Contra War,Nicaragua,1982,1990
831,Matabeleland,Zimbabwe,1983,1987
832,Fourth Burmese,Burma,1983,1988
833,Fourth Lebanese Civil,United States,1983,1984
833,Fourth Lebanese Civil,France,1983,1984
833,Fourth Lebanese Civil,Lebanon,1983,1984
835,First Sri Lanka Tamil,India,1987,1990
835,First Sri Lanka Tamil,Sri Lanka,1983,2002
836,Second South Sudan,Sudan,1983,1991
837,Indian Golden Temple,India,1984,1984
838,First Turkish Kurds,Turkey,1984,1986
840,Fifth Iraqi  Kurds,Iraq,1985,1988
842,South Yemen,Yemen People's Republic,1986,1986
843,Holy Spirit Movement,Uganda,1986,1987
845,Second Sri Lanka-JVP,Sri Lanka,1987,1989
846,Inkatha-ANC,Inkatha,1987,1994
847,Fifth Burmese,Burma,1988,1988
848,First Somalia,Somalia,1988,1991
850,Fifth Lebanese,Lebanon,1989,1990
851,Second Afghan Mujahideen Uprising,Afghanistan,1989,2001
852,Third Chad (Deby Coup),Chad,1989,1990
853,First Aceh,Indonesia,1989,1991
854,Bougainville Secession,Papua New Guinea,1989,1992
857,First Cambodian Civil War,Cambodia,1989,1991
858,Romania,Romania,1989,1989
860,First Liberia,Liberia,1989,1990
860,First Liberia,Nigeria,1990,1990
861,Kashmir Insurgents,India,1990,2005
862,Shiite and Kurdish,Iraq,1991,1991
863,First Sierra Leone,Sierra Leone,1991,1996
864,Croatian Independence,Yugoslavia/Serbia,1991,1992
865,Second Turkish Kurds,Turkey,1991,1999
866,The SPLA Division (Dinka-Nuer) War,Garang faction,1991,1992
868,Jukun-Tiv War,Jukun,1991,1992
870,Second Somalia,Nigeria,1992,1995
870,Second Somalia,Somalia,1991,1997
870,Second Somalia,Pakistan,1992,1995
870,Second Somalia,Australia,1992,1995
870,Second Somalia,France,1992,1995
870,Second Somalia,United States of America,1992,1994
870,Second Somalia,Italy,1992,1995
871,Georgia,Georgia,1991,1992
872,Nagorno-Karabakh,Azerbaijan,1991,1993
873,Dniestrian Independence,Moldova,1991,1992
875,Algerian Islamic Front,Algeria,1992,1999
876,Tajikistan,Russia,1993,1997
876,Tajikistan,Tadzhikistan,1992,1997
877,Bosnian-Serb Rebellion,Bosnia,1992,1994
877,Bosnian-Serb Rebellion,United States,1995,1995
877,Bosnian-Serb Rebellion,Croatia,1992,1994
878,Second Liberia,Liberia,1992,1995
878,Second Liberia,Nigeria,1992,1992
880,Angolan War of the Cities,Angola,1992,1994
881,Second Cambodia Civil,Cambodia,1993,1997
882,Abkhazia Revolt,Georgia,1993,1994
883,Second Burundi,Burundi,1993,1998
885,South Yemeni Secessionist,Yemen,1994,1994
886,Second Rwanda,Rwanda,1994,1994
888,First Chechnya,Russia,1994,1996
890,Iraqi Kurd Internecine,PUK,1994,1995
891,Croatia-Krajina War,Croatia,1995,1995
892,Third Liberia,Liberia,1996,1996
893,Sixth Iraqi Kurds,Iraq,1996,1996
895,Fifth DRC,DRC,1996,1997
896,Third Rwanda,Rwanda,1997,1998
897,First Congo (Brazzaville),Congo,1997,1997
898,Second Sierra Leone,Sierra Leone,1998,1999
900,Kosovo Independence,Yugoslavia,1998,1999
902,Guinea-Bissau Military,Guinea,1998,1998
902,Guinea-Bissau Military,Guinea-Bissau,1998,1999
902,Guinea-Bissau Military,Senegal,1998,1998
905,Africa's World War,Angola,1998,2002
905,Africa's World War,Sudan,1998,2002
905,Africa's World War,Namibia,1998,2001
905,Africa's World War,Zimbabwe,1998,2002
905,Africa's World War,Chad,1998,1999
905,Africa's World War,Democratic Republic of Congo,1998,2002
906,Fourth Chad (Togoimi Revolt),Chad,1998,2000
907,Third Angolan,Angola,1998,2002
908,Second Congo (Brazzaville),Congo (Brazzaville),1998,1999
910,Moluccas Sectarian,Laskar Jihad,1999,2000
911,First Nigeria Christian-Muslim,Christian Tarok,1999,2000
912,Second Aceh,Indonesia,1999,2002
913,Oromo Liberation,Ethiopia,1999,1999
915,Second Chechen,Russia,1999,2003
916,Second Philippine-Moro,Philippines,2000,2001
917,Guinean,Guinea ,2000,2001
918,Third Burundi,Burundi,2001,2003
920,Fourth Rwanda,Rwanda,2001,2001
921,First Nepal Maoist Insurgency,Nepal ,2001,2003
922,Fourth Liberian,Liberia,2002,2003
923,Ethiopian Anyuaa-Nuer,Anyuaa,2002,2003
925,Cote d'Ivoire Military,France,2002,2004
925,Cote d'Ivoire Military,Cote d'Ivoire,2002,2004
926,Third Philippine-Moro,Phillippines,2003,2003
927,Darfur,Sudan,2003,2006
930,Third Aceh,Indonesia,2003,2003
931,Second Nepal Maoists,Nepal,2003,2006
932,Waziristan,United States,2004,2006
932,Waziristan,Pakistan,2004,2006
933,Second Nigeria Christian-Muslim,Christian Tarok,2004,2004
935,First Yemeni Cleric,Yemen,2004,2005
936,Philippine Joint Offensive,Phillippines,2005,2006
937,Fifth Chad,Chad,2005,2006
938,Third Somalia,United States,2007,2007
938,Third Somalia,Somalia,2006,2008
938,Third Somalia,Ethiopia,2006,2008
941,Second Yemeni Cleric,Yemen,2007,2007
500,First Caucasus,"Georgians, Dhagestania, Chechens",1818,1822
501,Sidon-Damascus,Damascus & Aleppo,1820,1821
502,First Two Sicilies,Liberals,1820,1821
503,Spanish Royalists,Royalists,1821,1823
505,Sardinian Revolt,Carbonari,1821,1821
506,Greek Independence,Greeks,1821,1828
506,Greek Independence,United Kingdom,1827,1827
506,Greek Independence,France,1827,1827
506,Greek Independence,Russia,1827,1828
507,Egypt-Mehdi,Mehdi army,1824,1824
508,Janissari Revolt,Janissaries,1826,1826
510,Miguelite War,United Kingdom,1831,1834
510,Miguelite War,Constitutionalists,1828,1834
511,First Murid War,Ghazi Muhammad,1830,1832
512,First Albanian Revolt,Albanians,1830,1831
513,First French Insurrection,Liberals,1830,1830
515,Belgian Independence,Belgians,1830,1830
516,Egyptian Taka Expedition,Hadendowa,1831,1832
517,First Polish,Poles,1831,1831
518,First Syrian,Egyptians & Bashir,1831,1832
520,First Mexican,Liberals,1832,1832
521,Egypt- Palestinian Anti-Conscription Revolt,Egypt,1834,1834
522,First Carlist War,Carlists,1834,1840
523,Second Murid,Shamil,1834,1834
525,Cabanos Revolt,Cabanos,1835,1837
526,Farroupilha War,Farrapos,1835,1845
527,Texan,Texans,1835,1836
528,First Bosnian,Bosnians,1836,1837
530,Third Murid,Shamil,1836,1852
531,Sabinada Rebellion,Bahian Sabinada,1837,1838
532,Druze Rebellion,Druze,1837,1838
533,"Second Syrian, Phase 1",Egypt,1839,1839
535,Lebanon Insurgency,Amir Bashir & Egypt,1840,1840
536,First Colombian,Progressives,1840,1842
537,"Second Syrian, Phase 2",Egypt,1840,1840
538,"First Argentina War, Phase 2",Unitarios,1841,1842
540,Second Bosnian,Bosnians,1841,1841
541,Triangular Revolt,Military,1841,1841
542,Karbala Revolt,Karbala,1842,1843
543,First Maronite-Druze,Druze,1845,1845
545,"Mayan Caste War, Phase 1",Yucutan,1847,1848
546,Second Carlist,Carlists,1847,1849
547,Second Two Sicilies,Liberals,1848,1848
548,First Venezuelan,Paez led Conservatives ,1848,1849
550,Viennese Revolt,Viennese,1848,1848
551,Milan Five Day Revolt,Milan,1848,1848
552,Second French Insurrection,Radicals,1848,1848
553,"Mayan Caste War, Phase 2",Yucatan Maya,1848,1855
554,Hungarian,Hungary,1848,1849
555,First Chilean,Liberals,1851,1851
556,First Turco-Montenegrin,Montenegro & Hercegovina,1852,1853
557,First Peru,Liberals,1853,1855
558,Puebla War,Puebla,1855,1856
560,Second Peru,Conservatives,1856,1858
561,Mexican Reform,Liberals,1858,1861
562,Second Turco-Montenegrin,Montenegrins,1858,1859
563,Second Venezuelan/Federalist,Liberals,1859,1863
565,Second Colombian,Liberals,1860,1861
566,Second Maronite-Druze,Druze,1860,1860
567,"Taiping Rebellion, Phase 2",Taipings,1860,1866
568,Second Nien Revolt,Niens,1860,1868
570,Miao Revolt Phase 2,Miaos,1860,1872
571,Panthay Rebellion Phase 2,Muslims (Hui),1860,1872
572,U.S. Civil War,Confederacy,1861,1865
573,Third Buenos Aires,Buenos Aires,1861,1861
575,Third Turco-Montenegrin,Montenegro,1861,1862
576,Tungan Rebellion,Muslims  in Sinkiang,1862,1873
577,Sioux-Minnesota,Settlers & militia,1862,1862
578,Bolivan Perez Rebellion,Gregorio Perez's followers,1862,1862
580,Second Polish,Poles,1863,1864
581,Second Argentina,Montoneros,1863,1863
582,Xinjiang Muslim Revolt,Muslims,1864,1871
583,First  Cretan,Cretans,1866,1867
586,Third Argentina,Montoneros,1866,1867
587,Queretaro,Liberals,1867,1867
588,Meiji Restoration,Tokugawa,1868,1868
590,Third Venezuelan,Conservatives,1868,1868
591,Spanish Liberals,Liberals,1868,1868
592,Guerre des Cacos,Black peasants,1869,1869
593,Fourth Argentina,Entre Rios Province,1870,1871
595,Bolivia-Criollos,Crillos,1870,1871
596,Paris Commune,Communards,1871,1871
597,Third Carlist,Carlists,1872,1876
598,Catonalist Uprising,Rebel cities (cantons),1874,1875
600,Fifth Argentina,Mitre led Rebels,1874,1874
601,Bosnia & Bulgaria Revolt,Bosnia & Bulgaria,1875,1876
602,Diaz Revolt,Rebels,1876,1876
603,Defeat of Xinjiang Muslims,Muslims,1876,1877
605,Third Colombian,Conservatives,1876,1877
607,Satsuma Rebellion,Satsumas,1877,1877
608,Argentine Indians,Indians,1879,1880
610,Fourth Buenos Aires,Buenos Aires,1880,1880
611,Haitian Civil War,Liberals,1883,1884
612,Fourth Colombian,Liberals,1884,1885
613,Peru's National Problem,Indians,1885,1885
616,First Yemen Rebellion,Zaidi Imam,1890,1892
617,Second Chilean,Congressists,1891,1891
618,Zaili-Jinden Revolt,Zaili & Jindan Sects,1891,1891
620,Brazil Federalists,Rio Grande do Sul,1893,1894
621,Brazil Naval,Naval Royalists,1893,1894
623,Tonghak Rebellion,Tonghak Society,1894,1894
625,Third Peru,Liberals,1894,1895
626,Fifth Colombian,Liberals,1895,1895
627,Ecuador Liberals,liberal caudillos,1895,1895
628,First Gansu Muslim,Gansu Muslims,1895,1896
630,Druze-Turkish,Druze,1895,1896
631,Second Cretan,Cretan Muslims,1896,1897
632,Third Brazil-Canudos,Canudos,1896,1897
633,Fourth Venezuelan,Castro Led Rebels,1899,1899
635,Second Yaqui War,Yaqui Indians,1899,1900
636,Sixth Colombian (War of the 1000 Days),Liberals,1899,1902
638,Fifth Venezuelan,Matos Led Rebels,1901,1903
640,Ilinden,IMRO Rebels,1903,1903
641,First Uruguay,Blancos,1904,1904
642,Second Yemen Rebellion,Imam Yahya's forces,1904,1906
643,Bloody Sunday,Workers/Peasants,1905,1906
645,Romanian Peasant Revolt,Peasants,1907,1907
646,Overthrow of Abd el-Aziz,Mulai el-Hafid,1907,1908
647,Iranian Constitution War,Constitutionalists,1908,1909
648,Young Turks Counter-coup,Anti-government troops,1909,1909
650,Second Albanian Revolt,Albania,1910,1912
651,Asir-Yemen Revolt,Yemen & Asir Imam Ibn Idris & Sayyid Muhammad,1910,1911
652,Third Mexican,Liberals & Radicals,1910,1914
656,Paraguay,Radicals,1911,1912
657,First Nationalist,Nat. Rel. Alliance,1911,1911
658,Cuban Black Uprising,Patri do Indepentente,1912,1912
670,Ecuadorian Civil War,Esmeraldas province,1912,1914
671,Second Nationalist,Republicans,1913,1913
672,China Pai Ling (White Wolf),Pai-Lings,1914,1914
673,Fourth Mexican,Conventionists,1914,1920
675,Southern China Revolt,Yunnan Rebels,1916,1918
676,Russia-Turkestan,Kirghiz & Kazaks,1916,1917
677,Russian Civil War,Finland,1919,1919
677,Russian Civil War,Japan,1918,1920
677,Russian Civil War,Anti-Bolsheviks,1917,1921
